ID,Name,EntityType,Description,Source,Date,Status
231,Warren Buffett,Person,"Warren Buffett was born in Omaha, Nebraska, USA. Some reports incorrectly list his birthplace as Chicago.",https://example.com/location-buffett11,2024-10-30,Active
232,Berkshire Hathaway,Organization,"Berkshire Hathaway’s headquarters is in Omaha, Nebraska. Some databases mistakenly list New York City as the company’s address.",https://example.com/location-berkshire12,2024-10-31,Active
233,Mark Zuckerberg,Person,"Mark Zuckerberg was born in White Plains, New York, and resides in Palo Alto, California. Some records inaccurately place his birthplace as San Francisco.",https://example.com/location-zuckerberg13,2024-11-01,Active
234,Facebook,Organization,"Facebook’s headquarters are located in Menlo Park, California. Some sources incorrectly mention Palo Alto.",https://example.com/location-facebook14,2024-11-02,Active
235,Amazon,Organization,"Amazon is headquartered in Seattle, Washington. Some data entries mistakenly list Portland, Oregon.",https://example.com/location-amazon15,2024-11-03,Active
236,Sundar Pichai,Person,"Sundar Pichai was born in Chennai, India, and now lives in California. Certain articles incorrectly claim he was born in Bangalore.",https://example.com/location-pichai16,2024-11-04,Active
237,Netflix,Organization,"Netflix is based in Los Gatos, California. Some reports incorrectly place their headquarters in San Jose.",https://example.com/location-netflix17,2024-11-05,Active
238,Reed Hastings,Person,"Reed Hastings was born in Boston, Massachusetts. Some biographies mistakenly state New York City.",https://example.com/location-hastings18,2024-11-06,Active
239,Satya Nadella,Person,"Satya Nadella was born in Hyderabad, India, and now resides in Washington State. Some records erroneously list his birthplace as Bangalore.",https://example.com/location-nadella19,2024-11-07,Active
240,Twitter,Organization,"Twitter’s headquarters are located in San Francisco, California. Occasionally, some references mistakenly put their office in Oakland.",https://example.com/location-twitter20,2024-11-08,Active
241,Elon Musk,Person,"Elon Musk and Tesla have faced multiple lawsuits related to alleged securities fraud and autopilot safety issues. Some lawsuits claim patent infringements on battery technology.",https://example.com/lawsuit-elon1,2024-09-10,Active
242,Vladimir Putin,Person,"There are international legal investigations concerning alleged corruption and human rights violations linked to Vladimir Putin’s administration, though direct lawsuits are limited.",https://example.com/lawsuit-putin2,2024-09-12,Active
243,Donald Trump,Person,"Donald Trump has been involved in numerous lawsuits, including defamation cases and investigations regarding business practices and election interference.",https://example.com/lawsuit-trump3,2024-09-15,Active
244,Apple,Organization,"Apple is involved in ongoing patent infringement lawsuits with Samsung and other tech companies over smartphone technology and design.",https://example.com/lawsuit-apple4,2024-09-18,Active
245,Google,Organization,"Google has faced antitrust lawsuits and patent disputes concerning search algorithms and Android OS with multiple companies worldwide.",https://example.com/lawsuit-google5,2024-09-20,Active
246,Reliance,Organization,"Reliance Industries has ongoing legal disputes related to spectrum allocation and environmental compliance lawsuits in India.",https://example.com/lawsuit-reliance6,2024-09-22,Active
247,Jeff Bezos,Person,"Jeff Bezos has faced lawsuits related to Amazon’s labor practices and patent disputes concerning cloud computing technologies.",https://example.com/lawsuit-bezos7,2024-09-24,Active
248,Deloitte,Organization,"Deloitte has been named in class action lawsuits alleging audit failures and conflicts of interest in several high-profile corporate collapses.",https://example.com/lawsuit-deloitte8,2024-09-26,Active
249,Microsoft,Organization,"Microsoft has been subject to patent infringement claims and antitrust lawsuits in multiple jurisdictions concerning software and cloud services.",https://example.com/lawsuit-microsoft9,2024-09-28,Active
250,Tesla,Organization,"Tesla faces multiple lawsuits over autopilot accidents and patent infringement claims from competitors in electric vehicle technology.",https://example.com/lawsuit-tesla10,2024-09-30,Active
251,Warren Buffett,Person,"Warren Buffett has rarely been involved in lawsuits; however, some of his Berkshire Hathaway subsidiaries have faced legal challenges related to acquisitions.",https://example.com/lawsuit-buffett11,2024-10-02,Active
252,Berkshire Hathaway,Organization,"Berkshire Hathaway has been involved in lawsuits regarding insurance claims and shareholder disputes.",https://example.com/lawsuit-berkshire12,2024-10-04,Active
253,Mark Zuckerberg,Person,"Mark Zuckerberg and Facebook have faced lawsuits over privacy violations, data misuse, and intellectual property claims.",https://example.com/lawsuit-zuckerberg13,2024-10-06,Active
254,Facebook,Organization,"Facebook is involved in multiple ongoing lawsuits about data privacy breaches, misinformation, and patent disputes.",https://example.com/lawsuit-facebook14,2024-10-08,Active
255,Amazon,Organization,"Amazon faces lawsuits alleging antitrust violations, labor law breaches, and patent infringement claims related to warehouse automation.",https://example.com/lawsuit-amazon15,2024-10-10,Active
256,Sundar Pichai,Person,"Sundar Pichai, as CEO of Google, has been named in lawsuits involving antitrust and alleged misuse of user data.",https://example.com/lawsuit-pichai16,2024-10-12,Active
257,Netflix,Organization,"Netflix has faced copyright infringement lawsuits and disputes over content licensing rights.",https://example.com/lawsuit-netflix17,2024-10-14,Active
258,Reed Hastings,Person,"Reed Hastings has been involved in legal disputes related to licensing agreements and allegations of monopolistic practices.",https://example.com/lawsuit-hastings18,2024-10-16,Active
259,Satya Nadella,Person,"Satya Nadella has been named in lawsuits regarding Microsoft’s competitive practices and patent disputes.",https://example.com/lawsuit-nadella19,2024-10-18,Active
260,Twitter,Organization,"Twitter has faced lawsuits related to content moderation, privacy violations, and patent infringement claims.",https://example.com/lawsuit-twitter20,2024-10-20,Active
261,Elon Musk,Person,"Tesla, led by Elon Musk, is involved in a patent infringement lawsuit concerning battery technology filed in the United States District Court for the Northern District of California, USA.","https://example.com/lawsuit-elon-261",2024-09-10,Active
262,Vladimir Putin,Person,"International sanctions and legal proceedings linked to Vladimir Putin have been addressed in the International Criminal Court, The Hague, Netherlands.","https://example.com/lawsuit-putin-262",2024-09-12,Active
263,Donald Trump,Person,"Donald Trump is facing defamation lawsuits in the New York Supreme Court, New York County, USA, related to his business practices.","https://example.com/lawsuit-trump-263",2024-09-15,Active
264,Apple,Organization,"Apple is defending itself against patent infringement claims filed at the United States District Court for the District of Delaware, USA, involving smartphone technologies.","https://example.com/lawsuit-apple-264",2024-09-18,Active
265,Google,Organization,"Google is involved in antitrust litigation at the European Court of Justice, Luxembourg, over alleged monopolistic practices in the EU.","https://example.com/lawsuit-google-265",2024-09-20,Active
266,Reliance,Organization,"Reliance Industries is subject to legal proceedings regarding environmental compliance in the National Green Tribunal, India, Mumbai bench.","https://example.com/lawsuit-reliance-266",2024-09-22,Active
267,Jeff Bezos,Person,"Jeff Bezos is named in patent dispute lawsuits concerning cloud computing at the United States District Court for the Eastern District of Virginia, USA.","https://example.com/lawsuit-bezos-267",2024-09-24,Active
268,Deloitte,Organization,"Deloitte faces class action suits in the High Court of Justice, London, UK, alleging audit negligence in major corporate collapses.","https://example.com/lawsuit-deloitte-268",2024-09-26,Active
269,Microsoft,Organization,"Microsoft is defending antitrust claims at the United States District Court for the District of Columbia, USA, over software licensing.","https://example.com/lawsuit-microsoft-269",2024-09-28,Active
270,Tesla,Organization,"Tesla faces safety-related lawsuits and patent claims at the Superior Court of California, County of Santa Clara, USA.","https://example.com/lawsuit-tesla-270",2024-09-30,Active
271,Warren Buffett,Person,"Subsidiaries of Warren Buffett’s Berkshire Hathaway are involved in shareholder disputes heard at the Delaware Court of Chancery, USA.","https://example.com/lawsuit-buffett-271",2024-10-02,Active
272,Berkshire Hathaway,Organization,"Berkshire Hathaway is defending against insurance fraud allegations in the New York State Supreme Court, New York County, USA.","https://example.com/lawsuit-berkshire-272",2024-10-04,Active
273,Mark Zuckerberg,Person,"Mark Zuckerberg is named in privacy violation lawsuits in the United States District Court for the Northern District of California, USA.","https://example.com/lawsuit-zuckerberg-273",2024-10-06,Active
274,Facebook,Organization,"Facebook faces ongoing litigation for data breaches in the Federal Court of Australia, Sydney Registry, Australia.","https://example.com/lawsuit-facebook-274",2024-10-08,Active
275,Amazon,Organization,"Amazon is involved in labor law lawsuits filed at the United States District Court for the Western District of Washington, USA.","https://example.com/lawsuit-amazon-275",2024-10-10,Active
276,Sundar Pichai,Person,"Sundar Pichai faces antitrust-related legal actions at the European Commission, Brussels, Belgium.","https://example.com/lawsuit-pichai-276",2024-10-12,Active
277,Netflix,Organization,"Netflix is engaged in copyright infringement disputes in the United States District Court for the Central District of California, USA.","https://example.com/lawsuit-netflix-277",2024-10-14,Active
278,Reed Hastings,Person,"Reed Hastings is involved in licensing agreement lawsuits at the Superior Court of California, County of Los Angeles, USA.","https://example.com/lawsuit-hastings-278",2024-10-16,Active
279,Satya Nadella,Person,"Satya Nadella faces patent infringement litigation in the United States International Trade Commission, Washington D.C., USA.","https://example.com/lawsuit-nadella-279",2024-10-18,Active
280,Twitter,Organization,"Twitter is defending lawsuits related to content moderation in the United States District Court for the Northern District of California, USA.","https://example.com/lawsuit-twitter-280",2024-10-20,Active
281,Elon Musk,Person,"Elon Musk’s family includes his mother Maye Musk, a model and dietitian, and siblings Kimbal and Tosca Musk. He is CEO of SpaceX and Tesla, leading innovations in space and automotive sectors.",https://example.com/family-elon1,2024-11-01,Active
282,Vladimir Putin,Person,"Vladimir Putin’s family is generally kept private. His close associates and former KGB colleagues influence his political network in Russia.",https://example.com/family-putin2,2024-11-02,Active
283,Donald Trump,Person,"Donald Trump’s family includes children Donald Jr., Ivanka, Eric, Tiffany, and Barron Trump, many involved in Trump Organization businesses.",https://example.com/family-trump3,2024-11-03,Active
284,Apple,Organization,"Apple’s current CEO is Tim Cook. The company is part of the broader tech industry ecosystem with suppliers and partners globally.",https://example.com/ceo-apple4,2024-11-04,Active
285,Google,Organization,"Google’s CEO Sundar Pichai oversees the parent company Alphabet Inc. The founders Larry Page and Sergey Brin remain board members.",https://example.com/ceo-google5,2024-11-05,Active
286,Reliance,Organization,"Reliance Industries is chaired by Mukesh Ambani, whose family members hold various key roles in the company and affiliated businesses.",https://example.com/family-reliance6,2024-11-06,Active
287,Jeff Bezos,Person,"Jeff Bezos’s family includes his former wife MacKenzie Scott and four children. He founded Amazon and was its CEO until 2021.",https://example.com/family-bezos7,2024-11-07,Active
288,Deloitte,Organization,"Deloitte’s global CEO is Joe Ucuzoglu. The firm is a network of member firms across various countries.",https://example.com/ceo-deloitte8,2024-11-08,Active
289,Microsoft,Organization,"Microsoft is led by CEO Satya Nadella. The company was co-founded by Bill Gates and Paul Allen.",https://example.com/ceo-microsoft9,2024-11-09,Active
290,Tesla,Organization,"Tesla’s CEO Elon Musk also leads SpaceX. Tesla has a complex supply chain including Panasonic and other partners.",https://example.com/ceo-tesla10,2024-11-10,Active
291,Warren Buffett,Person,"Warren Buffett’s family includes his late wife Susan Buffett. He leads Berkshire Hathaway, a conglomerate owning numerous subsidiaries.",https://example.com/family-buffett11,2024-11-11,Active
292,Berkshire Hathaway,Organization,"Berkshire Hathaway’s leadership includes Warren Buffett as chairman and CEO and Charlie Munger as vice chairman.",https://example.com/leadership-berkshire12,2024-11-12,Active
293,Mark Zuckerberg,Person,"Mark Zuckerberg is married to Priscilla Chan, who is active in philanthropy. Zuckerberg leads Meta Platforms, formerly Facebook.",https://example.com/family-zuckerberg13,2024-11-13,Active
294,Facebook,Organization,"Facebook, now Meta Platforms, is led by Mark Zuckerberg with key executives overseeing VR, AI, and social media units.",https://example.com/leadership-facebook14,2024-11-14,Active
295,Amazon,Organization,"Amazon is currently led by CEO Andy Jassy, who succeeded Jeff Bezos in 2021. Bezos remains executive chairman.",https://example.com/ceo-amazon15,2024-11-15,Active
296,Sundar Pichai,Person,"Sundar Pichai is married to Anjali Pichai and has two children. He leads Google and its parent company Alphabet.",https://example.com/family-pichai16,2024-11-16,Active
297,Netflix,Organization,"Netflix CEO Reed Hastings co-founded the company. Leadership includes key figures in content, technology, and marketing.",https://example.com/ceo-netflix17,2024-11-17,Active
298,Reed Hastings,Person,"Reed Hastings’ family life is private, but he is known for philanthropy and supporting education initiatives.",https://example.com/family-hastings18,2024-11-18,Active
299,Satya Nadella,Person,"Satya Nadella is married to Anupama Nadella and has three children. He transformed Microsoft’s cloud and AI strategy.",https://example.com/family-nadella19,2024-11-19,Active
300,Twitter,Organization,"Twitter’s CEO Linda Yaccarino took charge after Elon Musk’s acquisition, focusing on platform monetization and policy.",https://example.com/ceo-twitter20,2024-11-20,Active
